i,m,g,N,a,m,e
M,e,a,n
V,a,r
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_001.png,0.1548666860543045,0.07781152522033835
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_002.png,0.1552715226715686,0.07803704256686815
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_003.png,0.15398155661190258,0.07658113250717381
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_004.png,0.15472753188189342,0.07748016442725857
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_005.png,0.15622651343252145,0.07884779912226057
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_006.png,0.15759672277113967,0.07964828126294962
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_007.png,0.15777560963350185,0.08055030350123958
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_008.png,0.15841285855162376,0.08045298992434297
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_009.png,0.15868817497702206,0.0802693738627603
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_010.png,0.15907808191636028,0.08198389715265193
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_011.png,0.1598943972120098,0.0813925039243858
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_012.png,0.15867321537990198,0.08041565052721864
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_013.png,0.1572977103439032,0.08014834963967056
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_014.png,0.15780807195925245,0.08047000359256659
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_015.png,0.15768600164675245,0.07998798744695222
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_016.png,0.15721067540785844,0.08011406461023007
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_017.png,0.156337693158318,0.07943896612097788
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_018.png,0.15632482790479477,0.07937248833375389
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_019.png,0.15712573481541056,0.07974034567205367
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_020.png,0.15753302480660233,0.08059643941080538
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_021.png,0.15805233226102938,0.08068504525683703
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_022.png,0.15718994140625,0.08028693849798776
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_023.png,0.15738866469439342,0.08033648688162004
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_024.png,0.1573487824084712,0.07946483588772006
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_025.png,0.15697485231885722,0.0799381653673296
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_026.png,0.15663577809053308,0.0798485002057236
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_027.png,0.1582316080729167,0.08070155193742862
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_028.png,0.1586297128714767,0.08083065043621943
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_029.png,0.1579571892233456,0.07999238315992457
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_030.png,0.15891481287339154,0.08045284290775187
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_031.png,0.1582263123755362,0.08015264071447913
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_032.png,0.15812611299402576,0.0798234557515286
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_033.png,0.15852044797411147,0.08026203228931349
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_034.png,0.15866750081380207,0.08000057857445719
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_035.png,0.15784520167930455,0.07942806305742049
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_036.png,0.1574042525945925,0.0778504868483343
