i,m,g,N,a,m,e
M,e,a,n
M,e,a,n
M,e,a,n
V,a,r
V,a,r
V,a,r
H0001.jpg,0.3243996667504717,0.20068656075623834,0.11505425479558688,0.2014553542500386,0.12879203927587565,0.07590054483043718
H0002.jpg,0.22621210319135052,0.13747124934795255,0.08335992491240712,0.1683097387209858,0.09867086218978813,0.062250231210929936
H0003.jpg,0.20385024399029195,0.11197954492760037,0.06200455669718109,0.16540169363367654,0.08651098803694283,0.05112156976879187
H0004.jpg,0.30718662673209196,0.1853648404520301,0.10235317701945919,0.18527930383575292,0.11486914482473792,0.06459924651025528
H0005.jpg,0.2650994801659297,0.15000112251514658,0.0702183207546979,0.1749088783812764,0.08827586616974911,0.043852591890733955
H0006.jpg,0.30234376852149997,0.17416615623657913,0.08066207146682161,0.1844700016915413,0.09484078644025466,0.04912408533102994
H0007.jpg,0.26876281432378657,0.14502247918450534,0.06247610538141793,0.1895516455525867,0.09917573145656793,0.04392663735719685
H0008.jpg,0.247871015322673,0.1578303854828367,0.08320921009848387,0.15980115512601528,0.09099099426108385,0.05045982247232187
H0009.jpg,0.2649876956175714,0.16448444872903967,0.081716079963022,0.16334609289911275,0.09453737136892286,0.04718119577240432
H0010.jpg,0.26559076374159674,0.13630596117791205,0.056920015072887166,0.18512942769532276,0.09842040311232003,0.04451306408043822
H0011.jpg,0.24933424947238117,0.12652979535749664,0.050474411148580194,0.18811244909852404,0.09548356087378543,0.040100218655936756
H0012.jpg,0.2841875382069402,0.1316978317942227,0.048851832074977494,0.1897062983239521,0.10169655131351701,0.046439097510029184
H0013.jpg,0.3086499610087968,0.17830038377334037,0.10330107588035639,0.2139463707416969,0.14592777326425063,0.1055210877138151
H0014.jpg,0.2675085404544401,0.16915633701288407,0.1094344183187575,0.17476373775525253,0.11383018113265296,0.076040416110428
H0015.jpg,0.3021683382623419,0.14107092183601955,0.07591165741139463,0.1970293354246381,0.08661352721894107,0.046918422482760506
H0016.jpg,0.33966256943250106,0.18770986632981868,0.10863360074697373,0.20423357058635747,0.10398378903135468,0.059487120829532475
H0017.jpg,0.22610633494579216,0.0818024189441125,0.006932181486709067,0.17655977135431916,0.0731815110171273,0.013441635685745154
H0018.jpg,0.27551770757765626,0.1645852119746824,0.06755531880364095,0.16857953584330626,0.09037221504601387,0.04101462934611943
H0019.jpg,0.37061038459935514,0.11240721440316831,0.021741609067564824,0.2259514528028664,0.08561117542133632,0.02936801920969781
H0020.jpg,0.3607836940971292,0.1518976387956752,0.06200933515924344,0.21630818279693986,0.08273859477162696,0.039431839655762635
H0021.jpg,0.21617750060813387,0.12443735140593504,0.07069564831948881,0.15723950044442309,0.08258451020827097,0.04745715752487077
H0022.jpg,0.20182802765599456,0.09612789821693672,0.036248982715530044,0.1624030244839267,0.07753770552693252,0.037849228073180884
H0023.jpg,0.2519343647972351,0.14825470896001994,0.0885570213268538,0.16262422992940367,0.08310590889424203,0.050052183112739596
H0024.jpg,0.3622572269141559,0.1280709050970736,0.024814168964500068,0.2112608393146041,0.06725272746499213,0.015123670167316089
H0025.jpg,0.4692019102298233,0.1741166254802389,0.03382212043075265,0.2537703905008588,0.08909084413773691,0.020702516453823466
H0026.jpg,0.397741959484356,0.1484753202160999,0.058432255737755213,0.23734796186781693,0.10527681375397906,0.047674457010606734
N0001.jpg,0.4104202865535113,0.2500763516842473,0.11622334951479332,0.25797812258271685,0.14871371057945915,0.06753771485468847
N0002.jpg,0.37871744508512223,0.22094278933627132,0.08596910127090975,0.20929213263097082,0.11781111614066463,0.05073791098360912
N0003.jpg,0.2652976328256909,0.13545532429229093,0.06221789757546778,0.17567095119080237,0.08427773104800447,0.040923026123675585
N0004.jpg,0.2604627149320162,0.13214490499534687,0.04671372555485292,0.16798050981421608,0.08157872846449866,0.028630775624203953
N0005.jpg,0.29118239746820906,0.1504913994146684,0.06019258660105574,0.17959649490416915,0.09125045116200688,0.03664452441155362
N0006.jpg,0.3056499923058323,0.24239017257925022,0.09198592973062367,0.21253438676211753,0.17533636015586712,0.07076033076525126
N0007.jpg,0.30488242093865403,0.2283434544687022,0.10607121117552372,0.17653257739231823,0.11745576548855173,0.05468097300656978
N0008.jpg,0.3215991939874285,0.2121292467172627,0.11475618001162971,0.1847746014308795,0.11927237982872199,0.06879028846976794
N0009.jpg,0.212958345384656,0.1344610829925557,0.06463874696705389,0.16044246869018614,0.10478924399488787,0.051454766307232024
N0010.jpg,0.3445589140490336,0.2798346368158817,0.16163928771403033,0.18281542659088845,0.14239283799435068,0.0816321129733287
N0011.jpg,0.2634857793315544,0.14823770869262778,0.08604814070542369,0.16600904616887138,0.09581441740627969,0.056255965557334676
N0012.jpg,0.2583890666593677,0.16560505200783313,0.0969718851803143,0.1564897712739166,0.1000288012847324,0.05844428924587647
N0013.jpg,0.20101774317485646,0.12896914800346046,0.05802363679246163,0.1268025456557501,0.07257563691126895,0.03160627891986533
N0014.jpg,0.31030611419093357,0.18685474596530335,0.11048311417527225,0.19385951501759272,0.12175249213306943,0.07739269723859284
N0015.jpg,0.32040465288095954,0.19798173482865986,0.09306729436995247,0.18011786016455725,0.1050996224731841,0.05177365443239237
N0016.jpg,0.2076900100246891,0.12770813065199849,0.06281760174154002,0.1705503785172896,0.11274522089896678,0.05571542233472037
N0017.jpg,0.20479544397503538,0.13046831547438675,0.07116715227569921,0.16597859887661692,0.1057400644498385,0.05723179833779063
N0018.jpg,0.19398967494403938,0.12571668012248022,0.060576957339539356,0.12587506227850984,0.07219032623002516,0.03350198717380071
N0019.jpg,0.25080489634282027,0.19933278058891477,0.14024324831385643,0.17390975568702713,0.1374001851365224,0.1005156616176696
N0020.jpg,0.2770364849391872,0.16848795826815557,0.07940953943185576,0.1719535602873103,0.09948954688471356,0.047220447670719125
N0021.jpg,0.3087930104699593,0.17792120557911212,0.07399265580546156,0.1895531953477995,0.10854546985374071,0.044667568937994506
N0022.jpg,0.309194458704877,0.1478938418926819,0.04392974700340543,0.17163006271300787,0.07523735406254997,0.022921166583167528
N0023.jpg,0.2626001481073422,0.14584500569483333,0.054348788014110166,0.1630225199210055,0.086044050057399,0.031202261044907597
N0024.jpg,0.2629394251673569,0.161888130463775,0.08863364959883281,0.14834869505409626,0.08873174783488649,0.04891998658128113
N0025.jpg,0.21496776334061654,0.1790690922620521,0.12889553705219553,0.13331517270704582,0.10640912484165836,0.07434270286928063
N0026.jpg,0.2787873580224882,0.14308004614201766,0.05483460628346977,0.16725711181056338,0.08097076138925478,0.030352781958856715
N0027.jpg,0.27414859201757796,0.1938040881678355,0.09567973554477074,0.18198787802476768,0.12033142335651816,0.057649569388938
N0028.jpg,0.2720689117975372,0.17231573851007861,0.0962288196658043,0.17093346946512253,0.10075148193424337,0.054291397821544074
N0029.jpg,0.31016875874753624,0.1498536940698298,0.056424543023185766,0.17609444489707576,0.08084311466649925,0.030622933259872153
N0030.jpg,0.2263438203547591,0.1901511598652666,0.13408658859133793,0.16140913795740203,0.12966113074391203,0.09086268101014365
N0031.jpg,0.17889656437805776,0.15596657300759498,0.11521876401347912,0.1491782476347308,0.11783748122671289,0.0874460457388412
N0032.jpg,0.3376067053918227,0.2011745836851743,0.10545013611708474,0.19564655671204026,0.11599439400761444,0.06218157101146898
N0033.jpg,0.2915130455297888,0.183333844302228,0.09686822764161754,0.1787709657670159,0.10623632361674666,0.05620090069564784
N0034.jpg,0.27943813752574265,0.13290741337020776,0.053378984318122165,0.1760492984199717,0.08484473381837641,0.03540318410294309
N0035.jpg,0.2991301010500709,0.14361802185316058,0.0547624492138227,0.18602136345051834,0.08911202059747503,0.03453044405702481
