i,m,g,N,a,m,e
M,e,a,n
M,e,a,n
M,e,a,n
V,a,r
V,a,r
V,a,r
T0001.jpg,0.7218960631127451,0.5263340968711703,0.43208888932770373,0.16860882011039663,0.16423898201750817,0.12381693352041662
T0002.jpg,0.5959759581322762,0.3899993447696461,0.286143523571538,0.14699541926735923,0.13229491275607688,0.09264703271516936
T0003.jpg,0.6654346092074525,0.49873549517463245,0.40847832174862136,0.18602464574391012,0.18769131141160075,0.1400973263512639
T0004.jpg,0.8305731679878984,0.6101838354970893,0.4051902471804151,0.11037081854888464,0.12311526315101451,0.09795574953515906
T0005.jpg,0.7735194337134266,0.5745160271139707,0.4403484269684436,0.12881765249285698,0.13477098322221698,0.11195253045210257
T0006.jpg,0.7392468171961167,0.5381003286324294,0.4474302254471125,0.16261525812892103,0.16437421408351158,0.14075871820690394
T0007.jpg,0.7241817698759189,0.512625062231924,0.40861783495136333,0.1384257277905384,0.12691326151940505,0.09243209530297535
T0008.jpg,0.7417699327655867,0.48606144026214004,0.3602072173473882,0.16731951936366948,0.1690124717388629,0.12781656298696187
T0009.jpg,0.7692636976055072,0.5687970778521371,0.442818151735792,0.13849349130388347,0.15156420513084942,0.1269893014428757
T0010.jpg,0.7026821510464538,0.47780848484413296,0.34054335051891854,0.14188841792197757,0.1829994806403027,0.15979624946035775
T0011.jpg,0.7210759331198301,0.5608962115119484,0.4613977768841912,0.1504568928455419,0.1416573987773871,0.10806735551202472
T0012.jpg,0.7088834126790367,0.5255665498621324,0.42822478051279117,0.18761058774152553,0.18618068109356845,0.13915729187712453
T0013.jpg,0.7483863381778494,0.5228257123161765,0.4235908358704811,0.13553342304834862,0.15737914876447476,0.14090289319370625
T0014.jpg,0.6351514330097272,0.45850494983149503,0.3783959631826363,0.16636824504356648,0.14359391877149563,0.10055926047232984
T0015.jpg,0.6810503492168353,0.4834046606924019,0.3641523473403033,0.12839401458157515,0.11399758187454472,0.08229679545066633
T0016.jpg,0.6995345171760111,0.4389650083055683,0.3675472035127528,0.14147373446986905,0.14484508154918854,0.09559207393674383
T0017.jpg,0.7131724488501454,0.4762971616258808,0.34890014050053614,0.14835259080297353,0.1804430470004077,0.13855375994309174
T0018.jpg,0.7118645761527267,0.4866821588254443,0.38988213632621016,0.17554909157036616,0.18011301584337103,0.14144168989422828
T0019.jpg,0.8450729818905103,0.6213408077464383,0.49900532142788756,0.10356512874116998,0.13532131174045278,0.11825096735789814
T0020.jpg,0.7071172078450523,0.46722443524528945,0.3581455305510877,0.18053639707229066,0.17005095625575842,0.12402222752890307
T0021.jpg,0.8003409591375612,0.6422553866517312,0.5475778766706879,0.13706728132602877,0.1587712448696405,0.1560304840986602
T0022.jpg,0.7291351467955348,0.5366051468194699,0.4763174617991727,0.1482446914010631,0.13679532673930522,0.09058840641375639
T0023.jpg,0.7129877127853095,0.5240528331083409,0.42350169163124224,0.17372473530630153,0.18588272669287506,0.1534004733103762
T0024.jpg,0.6835025263767617,0.48779566147748143,0.40255921307732073,0.1631467637500688,0.1368320423275752,0.09269374366336262
T0025.jpg,0.49193263334386483,0.31805536606732543,0.26396719240674776,0.13212793419722937,0.11331346016120888,0.06318841849748079
T0026.jpg,0.672135596181832,0.49880167643229156,0.3021270452761182,0.2872831267842085,0.23122171908839115,0.15548829681388676
T0027.jpg,0.7598218880447689,0.5497109955432368,0.4434606215533088,0.15454123071712328,0.15826943615484063,0.12132484115333263
T0028.jpg,0.7858693590351181,0.5297157885981539,0.39627118578144144,0.10478481400646303,0.11841535817785802,0.08482392725383305
T0029.jpg,0.7256977904076669,0.5080673068177466,0.37515798830518543,0.16357582087009223,0.158964272949164,0.11752251965307098
T0030.jpg,0.6331947326660156,0.3853451747520298,0.28003478704714313,0.17926422211942308,0.17584295923057436,0.13103940843989947
T0031.jpg,0.8462268455355777,0.5651548647413068,0.3833640304266238,0.0824208988191646,0.11994122982474921,0.07955757959552105
T0032.jpg,0.7034218133664598,0.44747918820848653,0.32984839046702663,0.1265314743756565,0.1338043113338063,0.10047684957703999
T0033.jpg,0.6650940988578048,0.45771249509325207,0.35914541506299785,0.19430665235757263,0.1807042721128822,0.13213874940608558
T0034.jpg,0.7719049640730316,0.5632882062126608,0.44339939192229627,0.14771154265502698,0.15815867490186994,0.13325898049263768
T0035.jpg,0.6890658359901578,0.5216969957538679,0.43703261730717685,0.14824341892949836,0.13365556924397043,0.09373908288787158
T0036.jpg,0.7496326970119105,0.5201611387963389,0.4250938864315257,0.14413391929382616,0.13819311214922086,0.09844399659825528
T0037.jpg,0.6755107655244715,0.4546031129126455,0.3612330717198988,0.2487406259146275,0.20825659746470376,0.16338361322114506
T0038.jpg,0.6932791616402422,0.4527023165833716,0.34679457720588236,0.12348639940902942,0.12973094423387754,0.09735363585067942
T0039.jpg,0.547425184062883,0.370447390687232,0.28069894828048414,0.17030318878402825,0.1463423176312725,0.10194439004536864
T0040.jpg,0.6111392002479704,0.4222960378609453,0.34108028037875304,0.15849145071625584,0.14612348886770463,0.10317630085361917
T0041.jpg,0.6648762572045419,0.4550229839250153,0.35380778593175566,0.14933389391580337,0.1514865184167995,0.10980776673619327
T0042.jpg,0.7780230653052239,0.5402902341356464,0.41224327835382196,0.149744545584101,0.17144587413091697,0.15069480386413395
T0043.jpg,0.7689109203862212,0.5717435500201056,0.3998082628437117,0.14586706767818206,0.16398369132255203,0.14657865921137683
T0044.jpg,0.6704160054524742,0.4639600267597273,0.36231373805625766,0.1797438908256435,0.1637459492302006,0.11906282943616213
T0045.jpg,0.7250828911276426,0.5195027968462776,0.3956260082768459,0.1578078641825681,0.16165079257780202,0.11931339806729198
T0046.jpg,0.5823780882592294,0.3719045152851179,0.2678990382774203,0.16896282427001902,0.15004038359279692,0.09697374128851308
T0047.jpg,0.6717726165173101,0.461667677935432,0.3420058456121706,0.18071654807699838,0.1766190719943638,0.12866374586667678
T0048.jpg,0.6219392365100337,0.4584945229923024,0.36551343132467823,0.15622493790300793,0.1275634379636591,0.0780588855727131
T0049.jpg,0.693815433277803,0.5232796762503829,0.4452516742781097,0.18116151033827688,0.20909749251882456,0.19573453742399344
T0050.jpg,0.749958262724035,0.5761095233992034,0.4742831061868107,0.17108084191778727,0.17393098160586015,0.12596372058600508
T0051.jpg,0.7997292163325291,0.5857628167844285,0.4790566537894455,0.1576799682454374,0.19240410197635568,0.17871166218239407
T0052.jpg,0.7583004521388633,0.5193129595588234,0.39051931044634647,0.13797315289780301,0.1353168620736932,0.10090690277332162
T0053.jpg,0.8915712842754292,0.6730930552763097,0.48447581272499235,0.06204085010667593,0.09191073159875159,0.08868828611480593
T0054.jpg,0.740662982417088,0.46211719886929387,0.2876647500430836,0.135358235873069,0.13626044846122068,0.0894031199520255
T0055.jpg,0.620412519866345,0.4450344609279258,0.3692616780598959,0.2494109525644832,0.2052636236451311,0.16519416987472108
T0056.jpg,0.8128244138231464,0.5944649341059667,0.4763069152832032,0.12737444707497256,0.14070951659750622,0.10812060324919065
T0057.jpg,0.6016391380160462,0.4344762764725031,0.3613954880658319,0.17309603494168818,0.13602746341257835,0.10094954272202349
T0058.jpg,0.7005049612007889,0.4932305429496016,0.3895034191655178,0.1641970159099259,0.15002227654067102,0.11435022537165514
T0059.jpg,0.6725330876369102,0.49997441908892454,0.39621764538334875,0.12415065460913587,0.09465415565780565,0.053204232723676866
T0060.jpg,0.7604450450224037,0.5534477233886719,0.4223086787205116,0.1478600722154848,0.150090936014522,0.1192300764705899
T0061.jpg,0.8014398313036153,0.5643331041523055,0.44993399825750613,0.14643685088584799,0.1689620998240664,0.14687201863381422
